,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BUZZBALLS CHILI MANGO,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,1,,,,,2,,,,7.98,,,,7.180,,,-0.53,,,-183,,,0,,-7.97,,
,,,,,,,,JAM SHED TEMPRANILLO,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,0,,,,,2,,,,16.48,,,,13.180,,,0.55,,,-36,,,0,,4.03,,
,,,,,,,,CHRISTIAN DUPRE NAPOLEON 20CL,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,1,,,,0,,,,,2,,,,12.58,,,,11.780,,,-1.30,,,-11,,,0,,-12.37,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BLOSSM HILL PG,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,15.98,,,,15.180,,,-1.86,,,-5,,,0,,-13.99,,
,,,,,,,,DRAGON SOOP STRAWBERRY,,,,,,,,,,,0,,,,1,,,0,,1,,,0,,0,,,,0,,,,,2,,,,6.98,,,,6.180,,,-0.36,,,-68,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SOL 12PK 330ML,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,0,,,,,2,,,,22.98,,,,11.980,,,7.17,,,-91,,,0,,37.44,,
,,,,,,,,STRONGBOW 4PK,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,1,,,,,2,,,,11.18,,,,10.380,,,-1.06,,,-74,,,0,,-11.41,,
,,,,,,,,FOUR LOKO STRAWBERRY LEMONADE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,0,,,,,2,,,,7.58,,,,6.380,,,-0.06,,,-254,,,0,,-1.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LA VIEILLE FERME.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,16.98,,,,14.180,,,-0.03,,,-89,,,0,,-0.21,,
,,,,,,,,COORS LIGHT 10PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,0,,,,,2,,,,23.98,,,,23.180,,,-3.20,,,-57,,,0,,-16.00,,
,,,,,,,,DRAGON SOOP MANGO PINK LEMONADE,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,0,,,,0,,,,,2,,,,6.98,,,,6.180,,,-0.36,,,-91,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RUSSIAN STANDARD LITRE,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,0,,,,,2,,,,55.98,,,,35.000,,,11.65,,,-32,,,0,,24.98,,
,,,,,,,,AU ULTRA RED,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,7.98,,,,7.580,,,-0.93,,,-98,,,0,,-13.98,,
,,,,,,,,STRONGBOW DARK FRUIT,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,0,,,,,2,,,,13.18,,,,12.380,,,-1.40,,,-93,,,0,,-12.72,,
,,,,,,,,MC EWANS EXPORT 4PK,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,1,,,,,2,,,,13.98,,,,7.330,,,4.32,,,-1444,,,0,,37.08,,
,,,,,,,,MONSTER BEAST SCARY BERRIES,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,0,,,,0,,,,,2,,,,8.98,,,,8.180,,,-0.70,,,-6,,,0,,-9.31,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FLARE COCKTAILS PASSION FRUIT MARTI,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,0,,,,,2,,,,2.38,,,,1.580,,,0.40,,,-35,,,0,,20.34,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STELLA ARTOIS UNFILTERED 4PK.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,1,,,,,2,,,,13.98,,,,8.530,,,3.12,,,-338,,,0,,26.78,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BUZZBALLZ CHOC TEASE,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,0,,,,0,,,,,2,,,,7.98,,,,7.180,,,-0.53,,,-471,,,0,,-7.97,,
,,,,,,,,REKORDERLIG WILD BERRIES,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,1,,,,,2,,,,5.00,,,,4.200,,,-0.03,,,-52,,,0,,-0.80,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AU ULTRA BLUE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,1,,,,,2,,,,7.98,,,,7.180,,,-0.53,,,-131,,,0,,-7.97,,
,,,,,,,,BACARDI WHITE RUM 70CL.,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,0,,,,,2,,,,35.98,,,,35.180,,,-5.20,,,-45,,,0,,-17.33,,
,,,,,,,,BLUE HAWAIIAN AU VODKA,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,0,,,,,2,,,,5.98,,,,5.180,,,-0.20,,,-143,,,0,,-3.95,,
,,,,,,,,MCGUIGAN BLACK LABEL PINOT GRIGIO,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,0,,,,,2,,,,17.38,,,,13.180,,,1.30,,,-32,,,0,,9.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CORONA 440ML,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,0,,,,,2,,,,13.70,,,,12.900,,,-1.48,,,-10,,,0,,-12.99,,
,,,,,,,,GORDONS 1/4,,,,,,,,,,,1,,,,0,,,0,,0,,,1,,0,,,,0,,,,,2,,,,12.98,,,,12.180,,,-1.36,,,-36,,,0,,-12.60,,
,,,,,,,,CAMPO VIEJO GARNACHA.,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,0,,,,,1,,,,9.99,,,,8.590,,,-0.27,,,-173,,,0,,-3.18,,
,,,,,,,,MERRY DOWN ORIGINAL 750ML,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,3.79,,,,2.170,,,0.99,,,-849,,,0,,31.45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,COOL SHOT MIXED VODKA SHOTS.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,3.99,,,,2.590,,,0.74,,,-395,,,0,,22.11,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KNIGHTS CIDER 500ML,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,2.79,,,,0.830,,,1.49,,,-613,,,0,,64.17,,
,,,,,,,,MAGNERS ORIGINAL 1 LITRE,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,0,,,,,1,,,,3.99,,,,2.500,,,0.83,,,-3192,,,0,,24.87,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JACK DANIELS HONEY 35CL,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,12.99,,,,12.590,,,-1.77,,,-2,,,0,,-16.30,,
,,,,,,,,AU VODKA STRAWBERRY BURST,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,38.99,,,,36.590,,,-4.10,,,-19,,,0,,-12.61,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FOUR LOKO RED,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,3.79,,,,3.390,,,-0.23,,,-154,,,0,,-7.34,,
,,,,,,,,WHYTE & MACKAY WHISKY 70CL,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,18.99,,,,18.590,,,-2.77,,,-35,,,0,,-17.47,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SMIRNOFF RASPBERRY CRUSH & LEMONADE,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,2.19,,,,1.790,,,0.04,,,-461,,,0,,1.92,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,YELLOW TAIL JAMMY RED ROO.,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,0,,,,,1,,,,9.49,,,,6.590,,,1.32,,,-170,,,0,,16.67,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JAM SHED SHIRAZ,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,7.49,,,,8.590,,,-2.35,,,-14,,,0,,-37.62,,
,,,,,,,,WKD PURPLE GRAPE,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,3.00,,,,2.890,,,-0.39,,,-14,,,0,,-15.60,,
,,,,,,,,MONSTER BEAST KILLER SUNRISE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,4.49,,,,4.090,,,-0.35,,,-3,,,0,,-9.31,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SMIRNOFF LEMON,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,3.00,,,,2.600,,,-0.10,,,-54,,,0,,-4.00,,
,,,,,,,,GORDONS GIN 70CL,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,0,,,,,1,,,,17.59,,,,17.190,,,-2.53,,,-17,,,0,,-17.27,,
,,,,,,,,ISLA NEGRA SAUVIGNON BLANC,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,0,,,,,1,,,,6.49,,,,5.590,,,-0.18,,,-432,,,0,,-3.36,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CASILLERO DEL DIABLO SHIRAZ.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,8.99,,,,7.090,,,0.40,,,-248,,,0,,5.36,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JOHN SMITHS 4PK,,,,,,,,440ML,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,6.99,,,,4.170,,,1.66,,,-78,,,0,,28.50,,
,,,,,,,,SOOPA HOOCH BLUE RASPBERRY,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,2.99,,,,2.590,,,-0.10,,,-121,,,0,,-3.95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SAN MIGUEL PINTS,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,0,,,,,1,,,,7.99,,,,7.590,,,-0.93,,,-55,,,0,,-13.99,,
,,,,,,,,VK BLUE.,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,2.89,,,,2.490,,,-0.08,,,-54,,,0,,-3.39,,
,,,,,,,,COURVOISIER VS COGNAC,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,29.99,,,,29.590,,,-4.60,,,-2,,,0,,-18.40,,
,,,,,,,,SOOPA HOOCH CHERRY COLA.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,2.99,,,,2.590,,,-0.10,,,-119,,,0,,-3.95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BUD LIGHT 440ML 4PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,3.99,,,,3.590,,,-0.27,,,-142,,,0,,-7.97,,
,,,,,,,,FOUR LOKO BLUE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,3.79,,,,3.190,,,-0.03,,,-275,,,0,,-1.00,,
,,,,,,,,ABSOLUT MANGO,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,20.99,,,,17.590,,,-0.10,,,-4,,,0,,-0.56,,
,,,,,,,,VK TROPICAL FRUITS,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,2.89,,,,2.490,,,-0.08,,,-4,,,0,,-3.39,,
,,,,,,,,LA VIELLE FERME ROUGE.,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,7.99,,,,8.590,,,-1.93,,,-19,,,0,,-29.01,,
,,,,,,,,BELL'S WHISKY 35CL.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,11.39,,,,10.990,,,-1.50,,,-2,,,0,,-15.79,,
,,,,,,,,COORS 4PK 330ML,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,4.50,,,,4.100,,,-0.35,,,-22,,,0,,-9.33,,
,,,,,,,,FLARE COSMO,,,,,,,,250ml,,,0,,,,0,,,0,,1,,,0,,0,,,,0,,,,,1,,,,1.19,,,,0.790,,,0.20,,,-436,,,0,,20.34,,
,,,,,,,,FOUR LOKO PINK MELON,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,3.79,,,,3.190,,,-0.03,,,-372,,,0,,-1.00,,
,,,,,,,,CAPTAIN MORGAN SPICED GOLD 20CL.,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,0,,,,0,,,,,1,,,,6.29,,,,5.890,,,-0.65,,,-11,,,0,,-12.37,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,I HEART BLUSH PINOT GRIGIO,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,7.99,,,,5.890,,,0.77,,,-106,,,0,,11.54,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MCGUIGAN CHARDONNAY,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,7.99,,,,6.090,,,0.57,,,-17,,,0,,8.54,,
,,,,,,,,INCH'S CIDER 10PK.,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,13.00,,,,7.800,,,3.03,,,-176,,,0,,28.00,,
,,,,,,,,KOPPARBERG STRAWBERRY & LIME 10PK,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,12.00,,,,8.990,,,1.01,,,-328,,,0,,10.10,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MILLER 6PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,7.99,,,,4.000,,,2.66,,,-517,,,0,,39.95,,
,,,,,,,,I HEART PROSECCO,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,8.49,,,,6.500,,,0.58,,,-442,,,0,,8.16,,
,,,,,,,,DRAGON SOOP VENOM,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,3.49,,,,3.290,,,-0.38,,,-108,,,0,,-13.12,,
,,,,,,,,WAIRAU COVE SAUVIGNON BLANC,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,0,,,,0,,,,,1,,,,11.99,,,,6.090,,,3.90,,,-83,,,0,,39.05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FREIXENET ITALIAN ROSE PROSECCO,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,11.50,,,,12.090,,,-2.51,,,-125,,,0,,-26.16,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ECHO FALLS STRAWBERRY & LIME,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,7.99,,,,4.590,,,2.07,,,-341,,,0,,31.06,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ISLA NEGRA CS,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,6.49,,,,6.090,,,-0.68,,,-44,,,0,,-12.60,,
,,,,,,,,SOOPA HOOCH TROPICAL.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,2.99,,,,2.590,,,-0.10,,,-137,,,0,,-3.95,,
,,,,,,,,JAM SHED CHARDONNAY,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,0,,,,,1,,,,7.99,,,,7.590,,,-0.93,,,-32,,,0,,-13.99,,
,,,,,,,,TENNENTS SPECIAL 4PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,4.99,,,,5.590,,,-1.43,,,-271,,,0,,-34.43,,
,,,,,,,,CANTI PINOT GRIGIO,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,6.99,,,,8.590,,,-2.77,,,-6,,,0,,-47.47,,
,,,,,,,,FOUR LOKO TROPICAL,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,3.79,,,,3.190,,,-0.03,,,-277,,,0,,-1.00,,
,,,,,,,,AU VODKA PINK LEMONADE CAN,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,0,,,,0,,,,,1,,,,2.89,,,,2.390,,,0.02,,,-444,,,0,,0.76,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STRAWBERRY DAIQUIRI AU VODKA,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,2.99,,,,2.590,,,-0.10,,,-289,,,0,,-3.95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CAS DEL DIABLO CHARDONNAY.,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,0,,,,0,,,,,1,,,,7.49,,,,7.090,,,-0.85,,,-186,,,0,,-13.59,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MONSTER BEAST MEAN GREEN,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,4.49,,,,4.090,,,-0.35,,,-8,,,0,,-9.31,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GORDONS PINK 1/2,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,12.99,,,,12.590,,,-1.77,,,-1,,,0,,-16.30,,
,,,,,,,,DRAGON SOOP  STRAW LIME,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,4.99,,,,4.590,,,-0.43,,,-41,,,0,,-10.38,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,VK ORANGE.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,2.89,,,,2.490,,,-0.08,,,-29,,,0,,-3.39,,
,,,,,,,,BUDWEISER 4 PACK BOTTLES.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,5.80,,,,5.400,,,-0.57,,,-104,,,0,,-11.72,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DIABLO DARK RED,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,8.99,,,,11.090,,,-3.60,,,-1,,,0,,-48.03,,
,,,,,,,,MAGNERS ORIGINAL 10PK,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,13.00,,,,10.590,,,0.24,,,-521,,,0,,2.25,,
,,,,,,,,BECKS 6PK.,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,7.99,,,,4.620,,,2.04,,,-267,,,0,,30.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0-NO SUB DEPARTMENT,,,,,,,,,,,,,122,,,58,,,,65,,96,,,74,,,208,,,233,,,,856,,,,,"4,603.85",,,,"3,719.76",,,116.78,,,-87745,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sub Department Value,,,,,,,,,,,,,684.45,,,300.27,,,,403.27,,532.02,,,414.87,,,"1,039.59",,,"1,229.38",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sub Dept:,,,,,,,1-WINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11748,,,,,,,,BUCKFAST TONIC WINE 15%,,,,,,,,75CL,,,14,,,,4,,,5,,7,,,6,,19,,,,16,,,,,71,,,,709.29,,,,470.300,,,120.77,,,-10569,,,0,,20.43,,
,,,,,,,,BIN 161 SAUVIGNON BLANC,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,2,,,,,5,,,,37.45,,,,32.950,,,-1.74,,,-125,,,0,,-5.58,,
30044,,,,,,,,BAREFOOT WHITE ZINFANDEL,,,,,,,,,,,1,,,,0,,,2,,0,,,0,,0,,,,0,,,,,3,,,,26.97,,,,12.960,,,9.52,,,-504,,,0,,42.34,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MD 20/20 GOLDEN PINEAPPLE,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,0,,,,2,,,,,3,,,,29.97,,,,17.250,,,7.73,,,-1732,,,0,,30.94,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ECHO FALLS SUMMER BERRIES,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,1,,,,,3,,,,23.97,,,,11.990,,,7.98,,,-1267,,,0,,39.95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CAPARELLI PINOT GRIGIO.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,1,,,,,2,,,,16.98,,,,9.000,,,5.15,,,-222,,,0,,36.42,,
,,,,,,,,DI MARIA PROSECCO.,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,1,,,,0,,,,,2,,,,21.98,,,,12.330,,,5.99,,,-119,,,0,,32.68,,
,,,,,,,,BUCKFAST 5CL.,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,0,,,,0,,,,,2,,,,4.98,,,,2.330,,,1.82,,,-422,,,0,,43.81,,
28877,,,,,,,,CASILLERO DEL DIABLO MERLOT,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,0,,,,0,,,,,2,,,,19.98,,,,10.180,,,6.47,,,-322,,,0,,38.86,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BAREFOOT MOSCATO,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,0,,,,,2,,,,17.98,,,,11.000,,,3.99,,,-182,,,0,,26.61,,
,,,,,,,,CAS DEL DIABLO SAUVIGNON BLANC,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,0,,,,0,,,,,2,,,,14.98,,,,13.180,,,-0.70,,,-453,,,0,,-5.58,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DI MARIA PROSECCO ROSE.,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,0,,,,0,,,,,2,,,,21.98,,,,18.180,,,0.14,,,-48,,,0,,0.75,,
29204,,,,,,,,GALLO WHITE ZINFANDEL,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,0,,,,0,,,,,2,,,,16.98,,,,8.470,,,5.68,,,-725,,,0,,40.14,,
,,,,,,,,MD 20/20 ORANGE JUBILEE.,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,1,,,,,2,,,,19.98,,,,11.330,,,5.32,,,-5001,,,0,,31.94,,
29768,,,,,,,,YELLOW TAIL SHIRAZ,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,0,,,,,2,,,,18.98,,,,9.330,,,6.49,,,-352,,,0,,41.01,,
,,,,,,,,ECHO FALLS ROSE.,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,7.99,,,,4.590,,,2.07,,,-678,,,0,,31.06,,
,,,,,,,,MC GUIGANS SHIRAZ.,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,0,,,,,1,,,,8.99,,,,3.830,,,3.66,,,-84,,,0,,48.85,,
